rc_11,rc_14,rc_15,rc_26,rc_37,profit_11,profit_14,profit_15,profit_26,profit_37
0.6,0.6,0.5,0.6,0.5,0.0,6.530191534995553,13.727748669593861,0.0,9.948502531171913
0.425,0.77,0.639,0.559,0.294,13.110039619566892,0.0,3.791411673739849,0.0,8.05733714115403
0.294,0.235,0.72,0.561,0.625,0.9606626317800542,11.19934923754123,0.0,0.0,4.832682171488392
0.212,0.782,0.699,0.327,0.309,6.7445767464294955,0.0,0.8790082478615036,2.288881314004307,7.731194262016508
0.31,0.383,0.515,0.459,0.375,4.565743548149364,7.453563097688455,0.0,0.0,10.37629416977367
0.567,0.284,0.375,0.42,0.474,0.0,13.755679426448848,0.9631759827484144,0.0,3.6369674594281376
0.671,0.32,0.509,0.555,0.228,0.0,6.788360852201513,0.0,0.0,9.165521685547423
0.565,0.302,0.239,0.769,0.779,0.0,10.810622689455517,3.1153953111973633,0.0,6.006662300522328
0.685,0.383,0.259,0.611,0.464,0.0,7.751805602367437,6.870885226194599,0.0,4.711663884854054
0.273,0.497,0.221,0.746,0.355,2.22338927668895,0.7535322299999999,8.72216725079571,0.0,4.988534827480366
0.598,0.387,0.512,0.528,0.311,0.0,11.460297427905733,1.3317629975816294,0.0,8.521569434102107
0.782,0.665,0.764,0.737,0.559,0.0,14.514328639099979,6.564616225390053,0.0,15.661077033872564
0.753,0.253,0.318,0.227,0.395,0.0,4.770483583222639,2.027869376919723,7.301234102867539,0.0
0.433,0.363,0.697,0.414,0.369,1.4427234709831118,17.877109731015956,0.0,0.0,2.8055102093195883
0.526,0.285,0.681,0.245,0.792,0.0,3.8632814356025804,0.0,11.822315493744203,0.0
0.663,0.319,0.203,0.689,0.624,0.0,8.04946344380777,5.297005619996361,0.0,4.611607536736166
0.637,0.663,0.244,0.415,0.27,0.0,0.0,9.187669393103743,0.0,6.644936896090489
0.718,0.574,0.399,0.238,0.387,0.0,2.2233984707398045,1.5476575385737603,11.485508764279947,2.173154073408193
0.395,0.638,0.583,0.732,0.483,7.542228677806246,2.4073457916216756,3.449383081069302,0.0,17.46267743988893
0.272,0.628,0.656,0.537,0.663,4.3185970718566935,4.804428067020156,2.2669344682519523,17.990887341998903,0.0
0.496,0.514,0.457,0.215,0.265,0.0,1.9830927253231603,0.5662502195690141,10.312339690218375,2.5617532980312543
0.219,0.582,0.389,0.505,0.745,7.156569793800221,4.306930186558901,5.346455604341759,6.223385161646507,0.0
0.35,0.446,0.653,0.337,0.246,5.190706704305063,4.122963416370692,0.8195583747157072,2.3617452757016637,6.630922716124035
0.374,0.297,0.758,0.685,0.58,1.238107719090716,14.433889476568787,0.0,0.0,4.579373335588903
0.723,0.682,0.312,0.736,0.524,0.0,1.1035803899999999,12.111661178105,0.0,14.130493388809688
0.684,0.738,0.391,0.266,0.337,0.0,2.8802341748780336,2.6811389021238763,12.959873447231729,1.8793373062415815
0.456,0.691,0.716,0.204,0.506,0.0,5.300809619398455,5.3566333915239515,9.741449896367591,0.0
0.45,0.333,0.272,0.403,0.766,0.0,6.685894758964837,7.240757528120626,4.802574473430678,0.0
0.394,0.511,0.622,0.418,0.783,0.0,3.882576612599882,2.4551035176750817,20.75216497266095,0.0
0.777,0.351,0.498,0.381,0.371,0.0,17.0844234150555,1.2940971712486302,0.0,3.3301563793460702
0.222,0.566,0.502,0.231,0.367,3.190824604607206,3.1873363364848126,1.9667917800419663,7.461079303077971,1.5591314184679987
0.745,0.344,0.287,0.494,0.791,0.0,2.6390583836279125,11.568153743216412,7.426574109407537,2.1066241639809755
0.345,0.603,0.657,0.343,0.637,5.1125863097854625,4.748478862791198,3.49124328743711,11.317634661564156,0.0
0.421,0.579,0.58,0.521,0.254,6.2866686231233775,4.523280144133412,3.4310601207473166,0.0,10.290051709815154
0.701,0.392,0.312,0.224,0.555,0.0,2.9449670136600368,2.112197878807429,10.767410134888696,0.0
0.607,0.21,0.507,0.336,0.587,0.0,8.872821758392858,1.318310916748325,5.660692136605968,1.559200930418256
0.305,0.615,0.432,0.762,0.283,0.0,2.315343781288385,7.4627677223241795,0.0,11.56739647698442
0.405,0.268,0.755,0.726,0.355,1.345617690424196,12.920959364765036,0.0,0.0,2.6946492426382713
0.596,0.69,0.533,0.518,0.345,0.0,8.432989281808826,3.144000409041024,0.0,14.225727457145284
0.256,0.738,0.74,0.58,0.403,8.458630997653053,2.7177765271991303,4.4082846712363555,0.0,10.101267344973577
0.41,0.636,0.738,0.732,0.668,6.128151438538417,12.162432239985574,4.396069364355393,0.0,12.254879237080933
0.585,0.25,0.297,0.739,0.564,0.0,10.867968767528303,2.1683153825937573,0.0,4.25061920644814
0.206,0.261,0.598,0.203,0.296,0.0,3.910007919159292,0.0,9.670288158232557,0.0
0.529,0.615,0.591,0.335,0.627,0.9627581570835834,4.702000127640287,2.3289563187872155,16.49406675255573,0.0
0.342,0.395,0.648,0.59,0.71,0.0,20.235343725671694,0.0,0.0,8.086149338993224
0.595,0.541,0.256,0.421,0.359,0.0,0.87093039,9.656854396095824,0.0,9.608717557867301
0.346,0.784,0.436,0.735,0.579,11.396584563557049,0.0,6.023255604341798,0.0,10.173302211568814
0.677,0.502,0.546,0.496,0.317,0.0,10.823028531735428,4.646637051016815,0.0,8.69147703387278
0.633,0.368,0.215,0.587,0.306,0.0,3.5259681850632116,5.15811943748597,0.0,8.303258281118259
0.764,0.772,0.749,0.422,0.209,1.4062581806635632,3.0164074306138415,0.9436276751954075,13.515461370898265,5.554513142424737
0.757,0.457,0.78,0.778,0.712,0.0,23.57291331031248,0.0,0.0,8.233555408842488
0.377,0.431,0.711,0.39,0.302,5.612556834709735,7.729457441696811,0.0,0.0,8.273209682389536
0.534,0.762,0.618,0.542,0.258,8.065537222620614,7.167532902118202,3.6631509514887415,0.0,6.992277033872626
0.569,0.794,0.284,0.511,0.726,0.0,6.372769918556053,4.157749128661757,19.907801990377443,0.0
0.644,0.618,0.621,0.416,0.376,0.0,8.107478192626118,3.6814739118099276,0.0,15.56854375638833
0.686,0.686,0.72,0.748,0.507,14.71083300285408,8.158870447935303,5.895440975909072,0.0,14.16472624914765
0.501,0.679,0.59,0.621,0.677,7.549942618792263,6.367851676433775,8.243062794587575,5.08103766886487,9.527090942293269
0.734,0.403,0.425,0.256,0.547,0.0,4.026310313110371,1.6534584150608602,12.412196986788466,0.0
0.222,0.479,0.526,0.372,0.554,3.190824604607087,4.557852892278462,2.064454127569102,12.311459068567489,0.0
0.218,0.222,0.694,0.416,0.276,3.6567822271327364,8.003781854068647,0.0,0.0,2.475388110563539
0.513,0.662,0.329,0.574,0.251,0.0,1.07058039,9.092994139530214,0.0,9.992890903646945
0.231,0.519,0.524,0.582,0.636,3.515455449701814,9.646235580737935,7.290455604341789,0.0,7.395219976675829
0.786,0.51,0.394,0.677,0.362,0.0,7.031548493930462,7.726602183954528,0.0,9.988445538191932
0.463,0.247,0.215,0.778,0.702,0.0,6.163175712065688,5.638426206389918,0.0,5.2011690838141496
0.618,0.445,0.304,0.294,0.35,0.0,4.857566936729228,5.301228912041377,9.609608591020354,0.0
0.53,0.629,0.596,0.368,0.773,0.0,4.812307139280172,2.3493026411867697,18.172009851870172,0.0
0.643,0.533,0.567,0.452,0.349,2.2713678664089954,7.210238046247298,3.3516606260200072,5.041128777553361,14.428365879423419
0.414,0.655,0.209,0.27,0.228,0.0,2.5478112270514326,5.566093188840433,2.240923267348479,6.2081232436462415
0.224,0.713,0.622,0.485,0.259,4.486360069751111,0.0,3.8077778565011653,0.0,9.859345430970254
0.495,0.484,0.304,0.46,0.439,0.0,5.221164761746205,8.159849417447305,0.0,10.063651262640452
0.57,0.581,0.227,0.425,0.576,0.0,0.0,8.826977622212285,13.54611888531015,0.0
0.502,0.714,0.595,0.298,0.242,0.9118028351166251,2.7841118767120783,0.7445998390074345,9.396667192669948,6.504913142424694
0.585,0.216,0.551,0.764,0.545,0.0,10.208119164291125,1.4366892280815706,0.0,4.199190933310604
0.433,0.586,0.475,0.527,0.765,6.487505253327891,4.473507032098692,6.584855604341775,12.360910107842058,0.0
0.432,0.777,0.743,0.317,0.242,2.5589397541839,0.0,0.935873343915012,10.403040021814506,6.531501010769487
0.26,0.211,0.257,0.61,0.243,0.0,8.997264883117806,0.6457068750820293,0.0,2.8849137974999364
0.391,0.707,0.214,0.689,0.369,2.250799746915455,0.0,8.450021989974571,0.0,7.231023548147498
0.271,0.618,0.577,0.726,0.641,9.313941727722977,0.0,8.053655604341817,0.0,9.18705884618086
0.682,0.369,0.306,0.65,0.684,0.0,7.453350566214674,8.208115856235015,0.0,7.137194484407972
0.794,0.448,0.423,0.666,0.404,2.805459353932005,5.5539985848999915,8.768051570082134,2.9122576330465773,11.21533096662147
0.758,0.715,0.457,0.651,0.653,0.0,2.018411607132089,12.656502819188715,9.174917801372738,14.802789762189873
0.262,0.742,0.503,0.696,0.392,8.699772182504322,0.0,2.960770805823732,0.0,8.656481555574594
0.737,0.434,0.207,0.743,0.255,0.0,0.6943803899999901,8.134941319365607,0.0,7.12321141566381
0.392,0.77,0.77,0.544,0.579,13.329186299320188,0.0,1.1021280818347174,12.202074353579077,4.044066718435755
0.469,0.376,0.397,0.604,0.651,0.0,17.569001679312215,1.920725336539524,0.0,7.173534030031897
0.675,0.674,0.255,0.497,0.235,0.0,6.319678108619325,2.724407737343249,0.0,9.49575043952494
0.53,0.465,0.733,0.411,0.27,1.7791256393474904,13.847715827801775,0.0,0.0,7.334316536968566
0.286,0.657,0.571,0.261,0.25,1.1426429247404712,0.0,0.7135825138890376,5.870202594269409,10.116337868639546
0.621,0.244,0.693,0.624,0.249,0.0,12.10674683438854,0.0,0.0,2.7174978302092927
0.251,0.792,0.425,0.422,0.688,8.098519320071011,0.0,2.251004037462601,12.31712391000384,0.0
0.768,0.792,0.652,0.426,0.25,1.413807118203925,3.096509345753689,0.8182659861690366,13.648325699229876,6.735313142424755
0.666,0.535,0.455,0.744,0.267,0.0,6.975789712254622,2.6676034406782025,0.0,10.859743756388502
0.496,0.207,0.481,0.234,0.271,0.0,10.016922346403106,1.2483600964150263,0.0,2.0320395737037256
0.271,0.59,0.648,0.55,0.777,9.07160952294226,0.0,2.5609043941621237,16.164713940190293,0.0
0.425,0.371,0.721,0.334,0.778,3.223319305408264,6.83360433765293,0.0,12.405175664315548,2.0791519713273887
0.207,0.782,0.226,0.735,0.517,6.743099863036077,3.2701066648171198,2.9992556043418594,0.0,8.307878322829495
0.796,0.244,0.532,0.782,0.514,0.0,12.106746834054041,0.0,0.0,6.119851780244007
0.578,0.617,0.473,0.577,0.551,0.0,6.722031665558256,12.959552350208893,0.0,10.994392856640873
0.741,0.227,0.369,0.77,0.734,11.156247871194035,12.00119396311158,0.0,0.0,5.10294179522056
0.473,0.572,0.366,0.313,0.478,0.0,11.414109388496392,0.0,15.072840952747416,0.0
0.412,0.55,0.247,0.785,0.792,1.4198029900487061,9.039420030593146,9.895038453612067,0.0,5.885238727439015
0.619,0.522,0.386,0.688,0.611,0.0,12.0466819126857,9.911481860761711,0.0,8.37452098958325
0.298,0.747,0.694,0.77,0.635,9.730193703690151,0.0,4.127332612969659,0.0,16.313291043248114
0.568,0.451,0.76,0.72,0.227,0.0,9.572059365685764,0.0,0.0,9.12818325948431
0.216,0.426,0.686,0.792,0.29,7.061671802707972,3.525527149672075,0.0,0.0,6.313053206983469
0.556,0.429,0.782,0.705,0.703,0.0,22.66891709718702,0.0,2.9832071276173218,5.452892259863174
0.481,0.449,0.364,0.234,0.719,0.8721709180304098,3.3940741324786092,1.4052332817639057,11.274384141285001,0.0
0.688,0.8,0.798,0.533,0.661,0.0,5.934673836505503,3.171294066204592,26.74924124901851,2.870289358657994
0.767,0.71,0.348,0.47,0.277,4.081156384584569,1.10498223,6.620882230914856,9.895184130728175,8.618117050930968
0.772,0.564,0.337,0.603,0.571,0.0,6.16093246385432,9.569007820198548,9.41134190702424,6.253569612164109
0.415,0.268,0.603,0.512,0.663,1.9291017335823006,13.202548949645204,0.0,2.712065107343084,2.3033298475937007
0.512,0.711,0.531,0.537,0.726,7.721807486735069,5.458391064598977,7.391255604341756,12.602136258339216,0.0
0.442,0.28,0.217,0.653,0.572,0.0,6.986214179155173,5.695329637454374,0.0,4.320169196605913
0.622,0.328,0.282,0.209,0.41,0.0,2.915388619020272,4.7911726734880205,6.681073792617591,0.0
0.554,0.435,0.462,0.742,0.409,0.0,9.378781652631483,3.9075992040095198,0.0,11.346994360181137
0.508,0.67,0.438,0.573,0.717,8.42746129714137,1.3955203362629658,12.108998558214711,13.384062417114976,0.0
0.77,0.288,0.756,0.495,0.355,0.0,14.47192570465079,0.0,0.0,3.9520318258623086
0.475,0.788,0.496,0.397,0.58,0.0,6.0650796286189,1.942376193160226,19.668499821929043,0.0
0.344,0.246,0.277,0.277,0.291,0.0,7.321456179584557,4.433170802757096,0.0,2.89963591149871
0.283,0.585,0.309,0.407,0.738,3.5635972250496604,4.465627959837467,4.1944556043417816,13.396549337370086,0.0
0.484,0.601,0.303,0.315,0.225,1.8779385410173581,0.0,1.7392401177138388,4.395517808357011,9.04775810558208
0.301,0.367,0.306,0.253,0.272,4.4251268380140285,2.747990207159723,1.1692159419080357,8.197021217673155,0.0
0.476,0.324,0.419,0.502,0.614,3.4444872674474385,13.854922257306251,1.08155429408179,2.8348725043288585,3.760280490580242
0.224,0.68,0.577,0.249,0.724,4.416261846900341,6.184441405253719,2.271986616061885,9.36172305380006,0.0
0.753,0.237,0.366,0.684,0.649,0.0,11.30368924525208,0.9389622372483548,0.0,5.02272954294164
0.311,0.326,0.422,0.491,0.571,4.581367627053663,10.642910536386026,2.0471587054631657,0.0,4.304756543184054
0.421,0.478,0.648,0.222,0.351,0.0,4.404632733028631,2.955493643856702,10.66340605291669,0.0
0.628,0.737,0.507,0.519,0.264,3.580073679094902,0.0,11.390607462414712,5.047893705030963,10.5862471492867
0.468,0.52,0.345,0.362,0.426,0.0,3.9534882629388344,4.712855604341761,14.290633432270168,0.0
0.212,0.393,0.327,0.396,0.272,6.7445767464295105,0.0,1.88582380028708,0.0,6.7746949872832625
0.734,0.556,0.607,0.674,0.499,0.0,7.262120532590869,3.6990822170592477,0.0,20.88884572375511
0.252,0.522,0.552,0.647,0.459,8.133235796318841,0.0,3.2600458244120194,0.0,11.688517197932825
0.277,0.37,0.418,0.588,0.542,9.714665283917627,7.669632707900301,0.0,0.0,7.091773787793675
0.414,0.792,0.563,0.342,0.261,1.5953246621900232,0.0,0.7032434055156904,7.801590660726411,10.589619390945405
0.292,0.348,0.296,0.312,0.371,4.284510127879532,2.5982878342200464,4.0072556043417595,7.17454787215173,0.0
0.304,0.738,0.248,0.515,0.446,2.459913430053865,0.0,9.918821989974672,0.0,7.712063375286654
0.789,0.267,0.439,0.782,0.719,0.0,12.868789360909943,1.135362617414863,0.0,5.704372767832853
0.69,0.355,0.303,0.601,0.758,3.653479754747022,13.945383395388488,4.127472067978951,8.592816750362418,2.3794389891542487
0.534,0.543,0.368,0.662,0.312,1.551866166695739,5.057530631933694,2.136237591349732,0.0,12.802758350438959
0.394,0.455,0.505,0.345,0.269,0.0,5.885005634789217,2.972986112706008,0.0,10.946143756388246
0.566,0.373,0.549,0.293,0.489,0.0,10.142020811904894,1.431308395748504,9.58356867904657,0.0
0.52,0.231,0.402,0.281,0.238,0.0,10.06192964213123,1.0345465903651978,0.4351932896989418,4.020259351839074
0.794,0.393,0.686,0.353,0.609,0.0,5.486581407498403,0.0,17.4091494855008,0.0
0.656,0.557,0.483,0.447,0.409,1.2024368937460783,5.192416621808714,2.8386177370137746,7.401258420077014,11.341077033872589
0.758,0.698,0.779,0.275,0.639,0.0,5.355963125219448,0.9823993315957015,13.386623608700194,2.7734477474995103
0.763,0.309,0.24,0.645,0.545,0.0,12.836024579389322,3.218551499093805,0.0,4.296656741339664
0.705,0.284,0.677,0.321,0.298,0.0,13.755679426450193,0.0,2.1120625232886265,2.2970003867208444
0.299,0.689,0.599,0.514,0.415,10.040544218826552,0.0,4.399713599826414,0.0,9.196329040391728
0.726,0.435,0.69,0.463,0.426,0.0,12.982092484939727,1.8106570752485849,0.0,11.83303386327715
0.478,0.381,0.649,0.502,0.339,0.0,7.707802574553128,0.0,0.0,13.960218117854541
0.74,0.43,0.526,0.744,0.575,0.0,19.501986695578495,3.942550344100881,0.0,4.335692164176663
0.27,0.764,0.577,0.401,0.284,3.94078039199381,2.9843666645563323,3.412737160425674,3.3810176596236126,7.7302674601735895
0.676,0.572,0.52,0.736,0.673,0.0,13.294558791121643,7.23285560434199,0.0,15.362693032176647
0.291,0.387,0.349,0.646,0.22,0.0,4.957839168942115,2.0201921759794104,0.0,8.829343756388305
0.542,0.657,0.726,0.405,0.693,0.9872922009944218,7.715168407460574,2.8783070236243278,20.13823969664448,0.0
0.266,0.708,0.276,0.438,0.678,8.816625506167787,5.5747425340777825,3.7192556043417926,5.3743772207365375,0.0
0.29,0.338,0.633,0.632,0.585,4.25326197007115,12.546191574811832,0.0,0.0,4.515936552398369
0.616,0.526,0.351,0.407,0.309,0.0,6.794643505664195,2.03240748285955,0.0,12.671799592970533
0.745,0.55,0.441,0.477,0.768,0.0,5.100576819328347,6.101087302373761,19.989546241305582,0.0
0.292,0.552,0.504,0.567,0.211,4.2845101278794075,5.144243053995969,3.0519812090237752,0.0,5.645379001239424
0.723,0.759,0.539,0.618,0.753,0.0,5.836586533079137,7.506455604341763,24.8563593576737,0.0
0.624,0.292,0.546,0.564,0.454,0.0,14.690671673774178,0.0,0.0,5.3051835141267984
0.642,0.761,0.755,0.471,0.268,0.0,3.1021376988836478,4.560689846740481,9.366076387255282,10.91102556704332
0.791,0.703,0.275,0.753,0.722,0.0,15.769574375589373,7.425028397737779,0.0,8.580004731022598
0.511,0.555,0.439,0.233,0.401,0.0,5.148906269766875,1.7104281177838556,11.223201694836058,0.0
0.682,0.203,0.4,0.439,0.522,0.0,10.01121570513667,0.0,0.0,5.89974875094597
0.752,0.408,0.408,0.643,0.471,0.0,12.432480623682954,9.802884476838305,0.0,2.7930896391029782
0.335,0.471,0.285,0.306,0.499,0.0,4.278045952198276,7.610629830046888,7.0298121818533215,0.0
0.451,0.749,0.417,0.548,0.579,9.602916614602336,4.371781946257318,5.717917171536799,0.0,14.76237856951973
0.208,0.598,0.307,0.777,0.289,4.489543843741151,0.0,1.8143219994774404,0.0,11.1290443086922
0.449,0.251,0.798,0.501,0.557,5.1404757931403715,11.3037283656283,0.0,2.8290511287872144,3.40700450747246
0.24,0.65,0.326,0.739,0.323,7.916332870427708,0.0,1.8797161468461294,0.0,7.073629773550879
0.314,0.222,0.483,0.539,0.239,1.0300239036076504,9.596117595633123,0.0,0.0,2.8750886753481333
0.665,0.472,0.515,0.464,0.44,0.0,10.1436481438769,4.373896893192329,0.0,12.233877033872623
0.536,0.293,0.309,0.717,0.768,0.0,12.930539717006903,2.2612883936767756,0.0,5.697451624448862
0.424,0.362,0.586,0.445,0.215,1.4115108986605642,10.665719286556696,0.0,0.0,5.7567694341021
0.294,0.63,0.595,0.216,0.333,0.0,2.5545607937600807,0.744599839008702,10.370839093643442,3.263742199999873
0.339,0.603,0.212,0.262,0.68,0.0,0.9284322299999735,8.299571767690747,5.812973910631997,0.0
0.307,0.592,0.343,0.26,0.346,5.682200473134108,0.0,1.319778727678079,9.506141740763006,0.9048180801795597
0.633,0.713,0.698,0.438,0.601,1.1590305083664227,5.474149209120159,2.764367618176605,21.817109415534887,0.0
0.323,0.376,0.738,0.208,0.251,0.5739879228136155,5.181263073631049,0.0,9.928190708098175,0.0
0.325,0.216,0.309,0.55,0.453,0.0,10.20811916429127,0.7856085157486747,0.0,3.4706760094064393
0.736,0.69,0.405,0.356,0.428,0.0,3.8773416062607353,7.804209961802499,11.79656887904188,2.4132209009268015
0.554,0.361,0.574,0.446,0.531,0.0,18.52120948426098,0.0,1.859035729847987,4.182790801920926
0.462,0.377,0.769,0.658,0.284,2.277777811325585,12.391193469842774,0.0,0.0,7.758616206601261
0.721,0.492,0.737,0.68,0.455,0.0,10.882349009453199,0.0,0.0,19.008274820862788
0.213,0.361,0.525,0.58,0.355,3.253235466981523,6.327863693355211,0.0,0.0,9.788233863277215
0.284,0.701,0.791,0.515,0.303,5.345678103053252,1.9765287844213844,0.9979079941545114,3.658723793912194,10.722438799702092
0.363,0.211,0.749,0.271,0.546,0.0,10.330298506747017,0.0,3.620202416733971,0.0
0.364,0.533,0.591,0.698,0.324,5.409443808959359,4.961183495254703,3.4982443085938155,0.0,8.893077033864921
0.207,0.282,0.74,0.724,0.558,7.009164847244246,9.2101542765396,0.0,0.0,1.9303547504017045
0.56,0.599,0.305,0.749,0.451,0.0,5.597074591433709,7.571036531061579,0.0,12.409018560057852
0.43,0.511,0.228,0.3,0.643,3.1073384114809754,0.0,8.643058539897266,7.89715528447026,1.5999997279102471
0.25,0.562,0.347,0.434,0.373,8.063802843823993,0.0,4.741655604341783,0.0,6.468438033865271
0.413,0.631,0.378,0.54,0.486,6.175023675249823,5.90538542543342,5.188055604341768,0.0,9.661395383004761
0.598,0.762,0.64,0.329,0.219,1.0929773132231495,2.976356473045492,0.8027573236088063,10.426365737227338,5.842513142424719
0.357,0.557,0.231,0.498,0.558,4.354671525974809,0.85253223,9.131512246815312,0.0,3.3244554884306683
0.401,0.663,0.264,0.245,0.637,0.0,5.080195596119426,1.8024906056155836,11.858416772253703,0.0
0.497,0.613,0.461,0.348,0.691,0.0,4.686241983120273,1.7999519363509915,17.139947803552875,0.0
